date,monitor_index,humidity,pressure,temperature,voc,analog_input,pm2.5_alt,pm1.0_atm,pm2.5_atm,pm10.0_atm,sensor.latitude,sensor.longitude,sensor.altitude,sensor.name
03/03/24,195383,31.761125,921.3727083,55.71633333,94.861125,0.05,8.575,11.13104167,17.50714583,20.08108333,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/03/24,195541,17.636125,886.9373333,58.615125,93.69841667,0.02,1.258333333,1.338625,1.765875,2.013729167,41.128284,-101.72022,3220,Swnphd-ogallala
03/04/24,195089,16.673625,905.085875,50.53608333,84.93808333,0.054916667,0.266666667,0.131875,0.169833333,0.370895833,40.050922,-101.53357,3005,Swnphd-Benklemen
03/04/24,195333,15.763875,925.257875,56.527375,102.826625,0.01,0.4125,0.0926875,0.214854167,0.530020833,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/04/24,195365,14.57429167,918.841125,57.2795,79.800625,0,0.25,0.013083333,0.056916667,0.2959375,40.20033,-100.639885,2576,Swnphd-mccook
03/04/24,195367,25.17766667,970.564,64.16666667,50,0.01,0.9,0.4685,0.950333333,1.882333333,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/04/24,195383,20.00983333,934.308875,53.89016667,88.97775,0.05,1.229166667,0.6836875,1.499,2.536020833,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/04/24,195541,12.00566667,897.80525,55.71804167,95.71445833,0.02,0.158333333,0.0133125,0.030833333,0.0899375,41.128284,-101.72022,3220,Swnphd-ogallala
03/05/24,195089,25.03191667,911.8343333,46.56958333,76.92354167,0.056333333,1.1,0.7408125,1.256145833,2.242229167,40.050922,-101.53357,3005,Swnphd-Benklemen
03/05/24,195333,27.35079167,932.4882083,49.39908333,87.99295833,0.01,1.783333333,1.8956875,2.911791667,3.7738125,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/05/24,195365,22.996125,926.1856667,52.827125,64.24766667,0,1.3125,1.134916667,1.743229167,2.667020833,40.20033,-100.639885,2576,Swnphd-mccook
03/05/24,195367,25.30309091,977.1803636,53.76518182,65.01063636,0.01,2.390909091,2.897727273,4.416,5.811772727,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/05/24,195383,22.36941667,940.4860833,50.80270833,84.61258333,0.05,1.908333333,2.161958333,3.463416667,4.736645833,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/05/24,195541,19.479125,903.9589167,54.17775,87.68329167,0.02,0.433333333,0.185583333,0.31575,0.502166667,41.128284,-101.72022,3220,Swnphd-ogallala
03/06/24,195089,25.95829167,908.5962083,54.06104167,71.3615,0.054166667,1.795833333,1.630541667,2.4335625,3.369333333,40.050922,-101.53357,3005,Swnphd-Benklemen
03/06/24,195315,20.67466667,940.2333333,65.24733333,50.81266667,0.04,2.5,2.845166667,3.816833333,4.362,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/06/24,195333,22.80175,929.8629583,52.523625,69.87733333,0.01,2.1625,2.096520833,3.142770833,4.297020833,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/06/24,195365,20.75145833,923.414625,57.561125,59.78966667,0,1.595833333,1.435979167,2.139625,3.1925625,40.20033,-100.639885,2576,Swnphd-mccook
03/06/24,195367,23.879125,974.8599583,54.04166667,88.597625,0.01,6.195833333,6.2355625,11.06847917,19.50295833,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/06/24,195379,26.79625,954.306,60.625,54.998,0,6.125,6.748125,10.04,11.962125,40.877007,-97.579445,1639,FCHD-YPS
03/06/24,195383,18.65845833,937.6266667,53.84995833,77.15791667,0.05,2.154166667,1.9318125,3.6006875,7.281541667,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/06/24,195541,21.00004167,899.975,58.31733333,66.29658333,0.02,1.175,0.660354167,1.189479167,1.861458333,41.128284,-101.72022,3220,Swnphd-ogallala
03/07/24,195089,47.09795833,905.7225,45.98508333,64.66641667,0.057541667,4.895833333,6.075104167,8.6611875,9.8774375,40.050922,-101.53357,3005,Swnphd-Benklemen
03/07/24,195315,38.63345833,940.8360417,50.20595833,79.36458333,0.04,6.991666667,9.3903125,13.00091667,14.21533333,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/07/24,195319,16.9665,943.132,78.3085,84.48,0,1.75,1.64425,2.34225,2.78475,40.58907,-98.38319,1920,South Heartland District Health Dept. Hastings office
03/07/24,195333,40.49104167,927.2697917,46.02354167,61.44820833,0.01,4.041666667,4.954270833,7.395083333,8.790729167,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/07/24,195365,40.28,920.1212083,48.84954167,56.90366667,0,5.208333333,6.804,9.8936875,11.90629167,40.20033,-100.639885,2576,Swnphd-mccook
03/07/24,195367,31.123625,971.2285833,54.3945,82.236,0.01,5.616666667,6.995375,9.407458333,11.0978125,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/07/24,195379,35.29575,954.2226667,51.13745833,81.96595833,0,6.045833333,7.162708333,11.08970833,14.3061875,40.877007,-97.579445,1639,FCHD-YPS
03/07/24,195383,38.04145833,937.3129167,46.91945833,66.329375,0.05,3.845833333,4.692020833,7.4985625,8.908666667,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/07/24,195541,42.05425,899.6079167,48.743,61.42770833,0.02,2.025,1.931791667,2.839145833,3.2238125,41.128284,-101.72022,3220,Swnphd-ogallala
03/08/24,194969,37.162,908.6318571,40.75714286,59.01571429,0.02,1.514285714,1.142285714,2.071214286,2.490285714,40.51282,-101.62942,3269,SWNPHD-Imerial
03/08/24,195089,60.22641667,915.150125,34.65283333,74.06783333,0.06,2.608333333,2.784208333,4.495354167,5.264333333,40.050922,-101.53357,3005,Swnphd-Benklemen
03/08/24,195103,25.389125,966.354375,46.40325,55.65675,0.02,1.525,1.448875,2.1551875,2.7663125,42.425266,-97.10079,1537,Laurel High School
03/08/24,195315,49.64629167,948.4140833,41.164,87.01154167,0.04,5.254166667,6.570291667,9.8810625,10.88185417,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/08/24,195333,51.96829167,934.7554583,37.91141667,68.34166667,0.01,2.975,3.520645833,5.829666667,7.354604167,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/08/24,195361,17.8107,951.3785,63.0057,72.7656,0.04,2.01,1.82195,2.59415,3.1156,42.45785,-98.646736,1990,NCDHD O'Neill #11
03/08/24,195365,61.22229167,928.9059167,35.865875,58.08604167,0,3.304166667,4.3004375,6.7456875,8.178291667,40.20033,-100.639885,2576,Swnphd-mccook
03/08/24,195367,38.53479167,976.0822917,42.9735,86.27245833,0.01,2.9375,3.236270833,4.6754375,5.401375,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/08/24,195379,37.130125,959.4829167,44.418,85.66225,0,3.3625,3.49,5.7832708330000004,7.221729167,40.877007,-97.579445,1639,FCHD-YPS
03/08/24,195383,37.30425,943.4197083,40.86541667,71.296875,0.05,3.304166667,4.21125,7.2439375,9.29775,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/08/24,195541,41.89445833,907.8218333,40.66379167,75.97783333,0.02,1.979166667,1.811833333,2.849833333,3.360791667,41.128284,-101.72022,3220,Swnphd-ogallala
03/09/24,194969,39.56225,907.999875,38.3625,78.23395833,0.02,7.220833333,9.623416667,14.195375,14.85289583,40.51282,-101.62942,3269,SWNPHD-Imerial
03/09/24,195089,42.105625,918.286125,37.97508333,67.37133333,0.057916667,7.004166667,8.950041667,13.2050625,14.57864583,40.050922,-101.53357,3005,Swnphd-Benklemen
03/09/24,195103,27.949875,966.538125,42.68583333,80.977125,0.02,2.0125,2.120895833,3.4851875,4.570083333,42.425266,-97.10079,1537,Laurel High School
03/09/24,195315,36.64558333,952.7651667,42.95716667,86.3885,0.04,2.908333333,3.937645833,5.469333333,6.0651875,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/09/24,195333,42.06641667,937.576375,40.40783333,68.06425,0.01,5.204166667,7.779875,11.168625,12.25683333,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/09/24,195361,20.07354167,950.401375,56.31658333,79.21179167,0.039375,2.054166667,1.919583333,2.9530625,4.025625,42.45785,-98.646736,1990,NCDHD O'Neill #11
03/09/24,195365,37.05416667,932.3061667,41.95025,66.685625,0,5.0125,6.724208333,9.478208333,10.60360417,40.20033,-100.639885,2576,Swnphd-mccook
03/09/24,195367,25.94304167,979.2772917,44.04983333,89.27745833,0.01,1.904166667,1.820208333,2.7923125,3.6145,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/09/24,195379,29.06433333,963.388625,46.52808333,79.71466667,0,2.020833333,2.089520833,3.277208333,4.1141875,40.877007,-97.579445,1639,FCHD-YPS
03/09/24,195383,31.72070833,944.6515417,47.90829167,69.77141667,0.05,1.479166667,1.388354167,2.2491875,2.8003125,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/09/24,195541,36.305625,909.3506667,41.8945,81.69804167,0.02,4.579166667,6.14275,8.362083333,9.031395833,41.128284,-101.72022,3220,Swnphd-ogallala
03/10/24,194969,35.00333333,903.3554286,46.15333333,62.5957619,0.02,4.904761905,6.491166667,8.837,9.197214286,40.51282,-101.62942,3269,SWNPHD-Imerial
03/10/24,195089,36.77220833,912.806,48.56258333,69.89633333,0.056625,3.1375,3.686854167,5.1500625,5.797791667,40.050922,-101.53357,3005,Swnphd-Benklemen
03/10/24,195103,20.57391667,962.8245,51.524,91.43208333,0.02,2.1875,2.317791667,3.728979167,5.5511875,42.425266,-97.10079,1537,Laurel High School
03/10/24,195315,32.0485,948.1854583,52.36245833,81.56775,0.04,4.020833333,5.387416667,7.431583333,8.034645833,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/10/24,195333,37.02545833,932.870125,49.73675,76.99729167,0.01,7.345833333,9.5475,15.0558125,16.34833333,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/10/24,195361,19.664,944.91925,61.81233333,77.46245833,0.039375,2.808333333,2.7876875,4.119541667,5.002625,42.45785,-98.646736,1990,NCDHD O'Neill #11
03/10/24,195365,30.47095833,927.0399583,54.79445833,68.88791667,0,6.3125,8.346541667,11.90702083,13.26804167,40.20033,-100.639885,2576,Swnphd-mccook
03/10/24,195367,20.18345833,976.984,53.52358333,83.82345833,0.01,3.35,3.8331875,5.488125,7.181104167,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/10/24,195379,32.77366667,960.3983333,51.61395833,76.39995833,0,4.491666667,6.050416667,8.389625,9.458020833,40.877007,-97.579445,1639,FCHD-YPS
03/10/24,195383,28.299875,939.586375,53.89308333,72.79625,0.05,4.795833333,6.762270833,10.11095833,11.4213125,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/10/24,195541,32.912375,904.2480417,52.89995833,86.610375,0.02,6.691666667,8.732416667,11.96166667,12.694,41.128284,-101.72022,3220,Swnphd-ogallala
03/11/24,195089,31.39929167,908.2035417,54.87720833,78.730875,0.054875,2.158333333,2.188958333,2.960458333,3.653,40.050922,-101.53357,3005,Swnphd-Benklemen
03/11/24,195103,18.17120833,956.2073333,63.74358333,84.02904167,0.02,1.820833333,1.902958333,2.693958333,3.6465,42.425266,-97.10079,1537,Laurel High School
03/11/24,195315,22.52179167,942.9669167,62.02504167,83.42729167,0.04,1.433333333,1.379895833,1.8646875,2.164125,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/11/24,195333,24.69266667,927.8419167,58.97945833,98.016375,0.01,2.891666667,3.313833333,4.506083333,5.280270833,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/11/24,195361,19.25170833,939.8334583,69.64795833,80.820125,0.039958333,2.583333333,2.213125,3.403895833,4.127333333,42.45785,-98.646736,1990,NCDHD O'Neill #11
03/11/24,195365,24.015625,922.092625,62.19995833,71.46616667,0,2.366666667,2.67475,3.6299375,4.337395833,40.20033,-100.639885,2576,Swnphd-mccook
03/11/24,195367,23.26941667,970.9853333,64.90579167,65.619875,0.01,2.379166667,2.740458333,3.534229167,4.094875,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/11/24,195379,29.99991667,955.1395833,60.03045833,65.11241667,0,1.7375,1.7745625,2.419645833,2.8338125,40.877007,-97.579445,1639,FCHD-YPS
03/11/24,195383,22.984625,934.7709167,60.44825,82.24708333,0.05,1.541666667,1.34775,2.194833333,2.873916667,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/11/24,195541,30.70004167,900.0704583,57.199875,75.90254167,0.02,5.354166667,5.487354167,8.4146875,9.100083333,41.128284,-101.72022,3220,Swnphd-ogallala
03/12/24,195089,29.407,905.473375,58.368,76.29370833,0.053458333,1.5875,1.3005625,1.8563125,2.746583333,40.050922,-101.53357,3005,Swnphd-Benklemen
03/12/24,195103,22.19969565,954.0693043,61.91013043,77.14473913,0.02,1.043478261,0.665608696,1.124478261,1.964347826,42.425266,-97.10079,1537,Laurel High School
03/12/24,195315,23.97775,938.46825,63.10345833,88.11945833,0.04,1.375,1.1258125,1.709416667,2.342125,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/12/24,195319,15.925,940.7265,81.55,61.5835,0,1.05,0.43425,0.7305,1.01125,40.58907,-98.38319,1920,South Heartland District Health Dept. Hastings office
03/12/24,195333,22.51933333,924.6210417,66.097625,88.656125,0.008083333,1.645833333,1.490104167,2.204020833,2.933416667,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/12/24,195361,20.570875,938.3914167,63.11933333,74.153625,0.04,1.725,1.279145833,2.079520833,3.3021875,42.45785,-98.646736,1990,NCDHD O'Neill #11
03/12/24,195365,23.94029167,918.9507917,64.92041667,69.95575,0,1.175,0.900333333,1.352770833,1.943104167,40.20033,-100.639885,2576,Swnphd-mccook
03/12/24,195367,25.35833333,966.5023333,67.08466667,63.205625,0.01,2.320833333,2.662645833,3.466083333,4.404645833,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/12/24,195379,27.209625,950.4341667,64.313875,70.45920833,0,1.541666667,1.371020833,1.991166667,2.79625,40.877007,-97.579445,1639,FCHD-YPS
03/12/24,195383,21.97808333,932.5631667,66.179125,86.07779167,0.05,4.125,4.367875,5.915354167,7.460416667,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/12/24,195541,25.90820833,897.892125,60.74316667,76.08270833,0.02,1.091666667,0.719041667,1.118583333,1.503291667,41.128284,-101.72022,3220,Swnphd-ogallala
03/13/24,195089,34.21383333,903.0475417,57.6765,67.11308333,0.050333333,1.279166667,0.860416667,1.332979167,2.146083333,40.050922,-101.53357,3005,Swnphd-Benklemen
03/13/24,195091,29.06,958.48025,70.966625,63.396,0.01,8.2125,11.84825,14.9514375,17.995375,41.995426,-96.92721,1385,ELVPHD Wisner HD 5
03/13/24,195103,23.04425,953.2949583,63.127875,106.7619167,0.02,4.229166667,5.246458333,7.443395833,10.6759375,42.425266,-97.10079,1537,Laurel High School
03/13/24,195315,25.77491667,936.693,64.17216667,92.52754167,0.04,2.15,2.273895833,3.135041667,3.898541667,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/13/24,195333,26.39558333,922.946,63.36420833,90.06525,0.01,2.4625,2.6461875,3.768520833,5.165979167,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/13/24,195361,22.19304167,936.8390833,64.0695,69.976625,0.04,2.233333333,2.082104167,3.1750625,5.003291667,42.45785,-98.646736,1990,NCDHD O'Neill #11
03/13/24,195365,25.14429167,916.68175,64.59291667,66.47170833,0,1.220833333,0.960395833,1.4438125,2.1733125,40.20033,-100.639885,2576,Swnphd-mccook
03/13/24,195367,32.21675,965.6669583,63.69454167,72.335375,0.01,7.4625,9.667291667,13.13033333,17.64420833,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/13/24,195379,31.101875,949.2902917,63.71479167,81.97483333,0,6.579166667,8.058354167,11.33958333,14.5265,40.877007,-97.579445,1639,FCHD-YPS
03/13/24,195383,28.01795833,931.0903333,60.744375,64.42316667,0.05,4.716666667,6.340416667,9.089375,11.68627083,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/13/24,195541,36.77920833,896.4674583,59.49029167,73.94775,0.02,1.166666667,0.818333333,1.229625,1.604604167,41.128284,-101.72022,3220,Swnphd-ogallala
03/14/24,195089,53.26241667,908.807875,50.25416667,78.75291667,0.056333333,2.183333333,2.5116875,3.189416667,3.704270833,40.050922,-101.53357,3005,Swnphd-Benklemen
03/14/24,195091,46.579125,962.7000417,56.50829167,82.277,0.01,4.583333333,6.274333333,8.49075,10.93595833,41.995426,-96.92721,1385,ELVPHD Wisner HD 5
03/14/24,195103,36.83513043,957.8692174,59.09869565,126.2966522,0.02,2.630434783,3.277543478,4.2495,5.043086957,42.425266,-97.10079,1537,Laurel High School
03/14/24,195315,51.543125,941.4734167,56.69925,76.165125,0.04,3.025,3.7055,4.928,5.398729167,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/14/24,195327,55.5217,978.3731,55.5107,62.8292,0.0189,2.18,2.3443,3.2139,3.7039,41.766724,-96.22091,1033,ELVPHD Tekamah HD 3
03/14/24,195333,46.00304167,928.069875,55.60641667,69.33716667,0.01,1.891666667,2.027354167,2.687583333,3.059729167,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/14/24,195361,31.41533333,942.826375,56.28883333,72.158875,0.04,1.3875,1.022875,1.612395833,2.400833333,42.45785,-98.646736,1990,NCDHD O'Neill #11
03/14/24,195365,44.477125,922.0673333,55.001,63.88854167,0,2.020833333,2.302416667,2.985833333,3.479229167,40.20033,-100.639885,2576,Swnphd-mccook
03/14/24,195367,49.44308333,968.7025417,58.60566667,65.9015,0.01,6.325,8.351625,10.61127083,11.60210417,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/14/24,195379,49.13191667,952.5273333,58.54308333,76.70904167,0,5.475,6.836541667,9.184375,10.4118125,40.877007,-97.579445,1639,FCHD-YPS
03/14/24,195383,38.78891667,936.6502083,56.47508333,70.10241667,0.05,1.2375,0.943666667,1.544333333,2.1006875,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/14/24,195541,42.54870833,902.3679583,54.09433333,71.54404167,0.02,1.325,1.001333333,1.485645833,1.739770833,41.128284,-101.72022,3220,Swnphd-ogallala
03/15/24,195089,44.62954167,920.946375,48.98475,82.48333333,0.057041667,4.816666667,5.337166667,7.8936875,8.737916667,40.050922,-101.53357,3005,Swnphd-Benklemen
03/15/24,195091,47.15816667,975.1007917,47.59308333,88.19858333,0.01,5.220833333,6.174333333,10.65889583,14.01241667,41.995426,-96.92721,1385,ELVPHD Wisner HD 5
03/15/24,195103,43.37172727,969.9904091,50.28522727,129.0718095,0.02,4.8,5.355840909,9.001272727,10.57559091,42.425266,-97.10079,1537,Laurel High School
03/15/24,195315,43.95116667,955.10675,53.65770833,77.506625,0.04,4.908333333,5.617791667,8.688354167,9.406,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/15/24,195319,18.3048,954.9668,76.9776,83.315,0,4.36,5.317,6.7864,7.1271,40.58907,-98.38319,1920,South Heartland District Health Dept. Hastings office
03/15/24,195327,38.65545833,987.2515833,56.69304167,81.33858333,0.016333333,4.279166667,4.819166667,6.894,7.7366875,41.766724,-96.22091,1033,ELVPHD Tekamah HD 3
03/15/24,195333,36.843125,940.6126667,54.73983333,79.10483333,0.01,4.479166667,4.90175,7.907375,8.9331875,40.780205,-99.740486,2392,TRPHD Dawson Co. Courthouse 25
03/15/24,195361,39.254125,954.2390833,49.3055,77.4875,0.04,4.420833333,4.721229167,7.445166667,9.1515,42.45785,-98.646736,1990,NCDHD O'Neill #11
03/15/24,195365,37.32725,934.87125,54.19941667,73.87504167,0,4.391666667,5.0001875,7.704708333,8.92175,40.20033,-100.639885,2576,Swnphd-mccook
03/15/24,195367,46.16929167,982.3015417,52.19629167,82.043625,0.01,4.816666667,5.3785625,7.518145833,8.09125,41.45281,-96.47774,1188,Three Rivers Public Health Department
03/15/24,195379,44.808375,966.3896667,53.70966667,76.65608333,0,5.325,5.129416667,8.770458333,9.882604167,40.877007,-97.579445,1639,FCHD-YPS
03/15/24,195383,39.54158333,948.503125,51.318125,73.19279167,0.05,3.65,4.181645833,7.231145833,8.746854167,41.77938,-99.13804,2174,Loup Basin Public Health Department
03/15/24,195541,36.08604167,913.1852083,53.05970833,78.48091667,0.02,4.154166667,4.091104167,6.298708333,6.781395833,41.128284,-101.72022,3220,Swnphd-ogallala
03/16/24,195089,35.67054167,914.6505833,52.70220833,66.94175,0.055583333,4.1625,5.008479167,6.784645833,7.32425,40.050922,-101.53357,3005,Swnphd-Benklemen
03/16/24,195091,33.10279167,967.013375,50.26958333,84.76279167,0.01,2.058333333,2.5193125,3.445229167,4.621979167,41.995426,-96.92721,1385,ELVPHD Wisner HD 5
03/16/24,195103,28.64828571,961.9458571,52.43178571,136.1272143,0.02,0.992857143,0.881857143,1.198035714,1.598535714,42.425266,-97.10079,1537,Laurel High School
03/16/24,195315,33.02925,948.926625,55.75275,78.354375,0.04,3.504166667,4.626479167,6.2838125,6.706479167,40.100227,-99.36314,1984,TRPHD Harlan Co. Courthouse 24
03/16/24,195319,43.04271429,950.6268571,50.65478571,62.91714286,0,5.342857143,7.763571429,10.71725,11.41935714,40.58907,-98.38319,1920,South Heartland District Health Dept. Hastings office
